55,55,71,51,52.501,68.968,47.883,4.2695
58,58,69,51,37.992,51,50.625,4.3812
60,60,69,51,34.762,47,52.454,4.4557
62,62,69,51,36.377,49,54.282,4.5302
63,63,67,51,31.532,43,55.196,4.5675
63,63,67,51,30.725,42,55.196,4.5675
65,65,67,51,26.687,37,57.025,4.642
64,64,67,51,24.265,34,56.11,4.6047
67,67,67,51,21.842,31,58.853,4.7165
66,66,67,51,22.65,32,57.939,4.6792
65,65,67,51,25.88,36,57.025,4.642
64,64,67,51,28.302,39,56.11,4.6047
62,62,67,51,32.34,44,54.282,4.5302
60,60,67,51,34.762,47,52.454,4.4557
61,61,67,51,32.34,44,53.368,4.493
61,61,67,51,29.917,41,53.368,4.493
60,60,67,51,31.532,43,52.454,4.4557
56,56,67,51,50.972,67.074,45,4.3067
57,57,67,51,53.471,70.169,49.711,4.344
56,56,67,51,52.986,69.568,48.797,4.3067
55,55,67,51,52.501,68.968,47.883,4.2695
55,55,67,51,52.501,68.968,47.883,4.2695
54,54,70,53,52.016,68.367,46.969,4.2322
52,52,70,53,51.046,67.166,45.14,4.1577
52.135,51,70,53,50.561,66.566,44.226,4.1205
53,53,70,53,51.531,67.767,46.054,4.195
52.135,51,70,53,50.561,66.566,44.226,4.1205
52,52,70,53,51.046,67.166,45.14,4.1577
NaN,NaN,70,53,50.972,67.074,45,NaN
53,53,70,53,51.531,67.767,46.054,4.195
55,55,70,53,52.501,68.968,47.883,4.2695
59,59,70,53,35.57,48,51.539,4.4185
60,60,69,53,30.725,42,52.454,4.4557
64,64,69,53,26.687,37,56.11,4.6047
65,65,69,53,26.687,37,57.025,4.642
67,67,69,53,22.65,32,58.853,4.7165
68,68,70,53,21.842,31,59.767,4.7537
71,71,70,53,19.42,28,62.51,4.8655
71,71,70,53,60,27,62.51,4.8655
70,70,70,53,60,30,61.595,4.8282
71,71,70,53,60,32,62.51,4.8655
71,71,70,53,60,30,62.51,4.8655
69,69,70,53,60,34,60.681,4.791
66,66,70,53,60,40,57.939,4.6792
65,65,70,53,60,45,57.025,4.642
63,63,70,53,60,68.388,47,4.5675
62,62,70,53,60,67.074,45,4.5302
61,61,70,53,60,67.731,46,4.493
60,60,68,51,54.154,71.016,51,4.4557
59,59,68,51,52.563,69.045,48,4.4185
57,57,68,51,52.033,68.388,47,4.344
55,55,68,51,52.033,68.388,47,4.2695
54,54,68,51,52.033,68.388,47,4.2322
54,54,68,52,52.563,69.045,48,4.2322
54,54,68,51,52.563,69.045,48,4.2322
53,53,68,51,53.094,69.702,49,4.195
53,53,68,51,52.563,69.045,48,4.195
52.135,51,68,51,52.033,68.388,47,4.1205
52.135,51,68,51,51.502,67.731,46,4.1205
NaN,NaN,68,51,51.502,67.731,46,NaN
60,60,70,53,60,69.045,48,4.4557
56,56,64,51,54.154,71.016,51,4.3067
56,56,64,51,54.154,71.016,51,4.3067
54,54,64,51,68.677,89,51,4.2322
55,55,64,51,54.154,71.016,51,4.2695
56,56,64,51,53.624,70.359,50,4.3067
54,54,68,51,53.094,69.702,49,4.2322
53,53,68,51,52.563,69.045,48,4.195
52.135,51,68,51,52.563,69.045,48,4.1205
52.135,51,68,51,51.502,67.731,46,4.1205
NaN,NaN,68,51,50.972,67.074,45,NaN
NaN,NaN,68,51,50.972,67.074,45,NaN
NaN,NaN,68,51,50.972,67.074,45,NaN
NaN,NaN,68,51,NaN,NaN,NaN,NaN
52.135,51,68,51,50.561,66.566,44.226,4.1205
56,56,68,51,50.972,67.074,45,4.3067
60,60,69,51,0,67.731,46,4.4557
63,63,71,52,0,67.074,45,4.5675
64,64,71,52,0,46,56.11,4.6047
66,66,71,52,0,44,57.939,4.6792
67,67,68,52,0,70.359,50,4.7165
69,69,70,52,0,43,45,4.791
68,68,70,52,28.302,39,59.767,4.7537
68,68,70,52,33.147,45,46,4.7537
67,67,70,52,36.377,49,47,4.7165
63,63,70,52,51.502,67.731,46,4.5675
63,63,70,52,52.033,68.388,47,4.5675
60,60,70,52,52.563,69.045,48,4.4557
60,60,70,52,52.033,68.388,47,4.4557
59,59,70,52,55.215,72.33,53,4.4185
59,59,70,52,54.685,71.673,52,4.4185
58,58,65,52,53.094,69.702,49,4.3812
52.135,51,71,50,0,66.566,44.226,4.1205
52.135,51,71,50,0,66.566,44.226,4.1205
52.135,51,71,50,0,66.566,44.226,4.1205
53,53,71,50,0,67.767,46.054,4.195
53,53,71,50,0,67.767,46.054,4.195
56,56,70,51,0,70.359,50,4.3067
57,57,70,51,0,69.045,48,4.344
55,55,69,50,0,67.074,45,4.2695
52,52,69,50,0,67.074,45,4.1577
52,52,69,50,0,67.166,45.14,4.1577
NaN,NaN,69,50,0,NaN,NaN,NaN
NaN,NaN,69,50,0,NaN,NaN,NaN
NaN,NaN,69,50,0,NaN,NaN,NaN
52,52,69,50,0,67.166,45.14,4.1577
54,54,69,50,0,68.367,46.969,4.2322
58,58,69,50,0,70.77,50.625,4.3812
61,61,68,50,0,50,53.368,4.493
64,64,66,51,0,40,56.11,4.6047
64,64,66,51,0,40,56.11,4.6047
66,66,67,51,0,38,57.939,4.6792
67,67,66,51,0,37,58.853,4.7165
67,67,66,51,0,38,58.853,4.7165
66,66,66,51,30.725,42,57.939,4.6792
66,66,66,51,33.147,45,57.939,4.6792
64,64,66,51,37.992,51,45,4.6047
63,63,66,51,52.033,68.388,47,4.5675
61,61,66,51,53.094,69.702,49,4.493
60,60,66,51,53.624,70.359,50,4.4557
57,57,66,51,53.624,70.359,50,4.344
56,56,66,51,54.685,71.673,52,4.3067
56,56,66,51,54.685,71.673,52,4.3067
56,56,66,51,54.685,71.673,52,4.3067
56,56,66,51,54.685,71.673,52,5
55,55,66,51,54.154,71.016,51,5
54,54,66,51,53.624,70.359,50,5
54,54,68,48,53.624,70.359,50,5
54,54,68,48,52.563,69.045,48,4.2322
53,53,68,48,53.094,69.702,49,4.195
52,52,68,48,52.033,68.388,47,5
52,52,68,48,52.563,69.045,48,5
52,52,68,48,51.502,67.731,46,4.1577
NaN,NaN,68,48,51.502,67.731,46,5
NaN,NaN,68,48,51.502,67.731,46,5
NaN,NaN,68,48,51.502,67.731,46,5
54,54,68,48,51.502,67.731,46,4.2322
57,57,67,48,52.033,68.388,47,4.344
59,59,66,48,52.563,69.045,48,4.4185
62,62,66,48,53.094,69.702,49,4.5302
63,63,66,48,53.624,70.359,50,4.5675
63,63,64,48,52.563,69.045,48,4.5675
63,63,64,48,52.563,69.045,48,4.5675
63,63,64,48,52.563,69.045,48,4.5675
63,63,64,48,52.563,69.045,48,4.5675
63,63,64,48,52.563,69.045,48,4.5675
61,61,64,48,52.033,68.388,47,4.493
58,58,64,48,52.033,68.388,47,4.3812
57,57,64,48,52.563,69.045,48,4.344
55,55,64,48,53.094,69.702,49,4.2695
56,56,64,48,53.094,69.702,49,4.3067
54,54,64,48,53.094,69.702,49,4.2322
54,54,64,48,53.094,69.702,49,4.2322
54,54,64,48,53.094,69.702,49,4.2322
54,54,64,48,53.094,69.702,49,4.2322
53,53,64,48,53.094,69.702,49,4.195
52,52,64,48,52.563,69.045,48,4.1577
53,53,64,48,52.563,69.045,48,4.195
53,53,64,48,52.563,69.045,48,4.195
52,52,64,48,52.033,68.388,47,4.1577
NaN,NaN,68,49,52.033,68.388,47,NaN
52,52,68,49,51.502,67.731,46,4.1577
52.135,51,68,49,51.502,67.731,46,4.1205
NaN,NaN,68,49,50.972,67.074,45,NaN
NaN,NaN,68,49,NaN,NaN,NaN,NaN
NaN,NaN,68,49,NaN,NaN,NaN,NaN
NaN,NaN,68,49,NaN,NaN,NaN,NaN
NaN,NaN,68,49,NaN,NaN,NaN,5
52,52,67,49,50.972,67.074,45,5
52,52,68,49,51.046,67.166,45.14,4.1577
55,55,68,49,51.502,67.731,46,4.2695
60,60,66,49,51.502,67.731,46,4.4557
64,64,66,49,35.57,48,56.11,4.6047
64,64,67,49,33.955,46,56.11,4.6047
65,65,67,49,31.532,43,57.025,4.642
65,65,66,49,34.762,47,57.025,4.642
66,66,66,49,52.563,69.045,48,4.6792
64,64,66,49,52.563,69.045,48,4.6047
62,62,66,49,52.033,68.388,47,4.5302
61,61,66,49,52.033,68.388,47,4.493
60,60,66,49,52.563,69.045,48,4.4557
58,58,66,49,52.563,69.045,48,4.3812
57,57,66,49,53.094,69.702,49,4.344
56,56,66,49,53.094,69.702,49,4.3067
57,57,66,49,53.094,69.702,49,4.344
56,56,66,49,53.094,69.702,49,4.3067
56,56,66,49,53.094,69.702,49,4.3067
55,55,66,49,53.094,69.702,49,4.2695
55,55,66,49,53.094,69.702,49,4.2695
55,55,66,49,52.563,69.045,48,4.2695
55,55,66,49,52.563,69.045,48,4.2695
54,54,66,49,52.033,68.388,47,4.2322
53,53,66,49,52.033,68.388,47,4.195
52.135,51,66,51,52.033,68.388,47,5
52.135,51,66,51,52.033,68.388,47,5
52.135,51,66,51,50.972,67.074,45,4.1205
52.135,51,66,51,50.972,67.074,45,4.1205
NaN,NaN,66,51,NaN,NaN,NaN,NaN
52.135,51,66,51,50.561,66.566,44.226,4.1205
52.135,51,66,51,50.561,66.566,44.226,4.1205
52,52,66,51,51.046,67.166,45.14,4.1577
54,54,65,51,52.016,68.367,46.969,4.2322
57,57,65,51,53.471,70.169,49.711,4.344
61,61,65,51,55.411,72.571,53.368,4.493
63,63,65,51,37.992,51,45,4.5675
65,65,65,51,37.992,51,46,4.642
65,65,67,51,34.762,47,57.025,4.642
67,67,67,51,33.147,45,45,4.7165
66,66,66,51,33.147,45,57.939,4.6792
68,68,66,51,31.532,43,59.767,4.7537
67,67,66,51,54.154,71.016,51,4.7165
64,64,66,51,54.154,71.016,51,4.6047
62,62,66,51,54.685,71.673,52,4.5302
61,61,66,51,54.154,71.016,51,4.493
60,60,66,51,53.624,70.359,50,4.4557
59,59,66,51,53.624,70.359,50,4.4185
58,58,66,51,54.154,71.016,51,4.3812
58,58,66,51,54.154,71.016,51,4.3812
58,58,66,51,54.154,71.016,51,4.3812
57,57,66,51,54.154,71.016,51,5
57,57,66,51,54.154,71.016,51,5
57,57,66,51,54.154,71.016,51,5
55,55,66,51,54.154,71.016,51,3
55,55,66,51,54.154,71.016,51,5
54,54,66,51,54.154,71.016,51,5
54,54,67,50,53.624,70.359,50,2.5
53,53,67,50,69.484,90,50,1.5
53,53,67,50,70.292,91,50,5
55,55,67,50,54.685,71.673,52,3
56,56,66,50,54.154,71.016,51,3
55,55,66,50,54.685,71.673,52,3
55,55,66,50,53.624,70.359,50,5
55,55,66,50,53.624,70.359,50,5
57,57,66,50,53.624,70.359,50,5
57,57,66,50,53.624,70.359,50,2.5
60,60,66,50,54.154,71.016,51,5
63,63,65,51,54.154,71.016,51,5
64,64,65,51,37.185,50,45,4.6047
65,65,65,51,37.185,50,46,5
64,64,64,51,53.624,70.359,50,4
64,64,64,51,53.094,69.702,49,5
63,63,64,51,53.624,70.359,50,5
63,63,64,51,53.624,70.359,50,5
64,64,64,51,53.094,69.702,49,4.6047
62,62,64,51,53.094,69.702,49,4.5302
61,61,64,51,53.094,69.702,49,4.493
59,59,64,51,53.624,70.359,50,4.4185
58,58,64,51,53.094,69.702,49,4.3812
57,57,64,51,53.624,70.359,50,4.344
56,56,64,51,53.624,70.359,50,4.3067
58,58,70,52,54.685,71.673,52,4.3812
56,56,70,52,54.154,71.016,51,4.3067
58,58,70,52,54.685,71.673,52,4.3812
56,56,70,52,54.154,71.016,51,4.3067
57,57,70,52,54.685,71.673,52,4.344
57,57,70,51,54.685,71.673,52,4.344
58,58,70,51,54.154,71.016,51,4.3812
57,57,70,51,54.685,71.673,52,4.344
57,57,65,52,54.154,71.016,51,4.344
57,57,65,52,53.624,70.359,50,4.344
58,58,65,52,53.624,70.359,50,4.3812
57,57,65,52,53.624,70.359,50,4.344
55,55,64,51,54.154,71.016,51,4.2695
58,58,61,52,54.154,71.016,51,4.3812
58,58,61,52,54.154,71.016,51,4.3812
57,57,61,51,54.154,71.016,51,4.344
56,56,61,51,53.624,70.359,50,4.3067
55,55,62,50,54.154,71.016,51,4.2695
55,55,62,50,53.624,70.359,50,4.2695
55,55,62,50,53.624,70.359,50,4.2695
55,55,62,50,53.624,70.359,50,4.2695
56,56,62,50,53.624,70.359,50,4.3067
56,56,62,50,53.624,70.359,50,4.3067
56,56,61,50,53.624,70.359,50,5
56,56,62,50,53.624,70.359,50,5
57,57,61,50,53.624,70.359,50,4.344
59,59,61,50,53.624,70.359,50,4.4185
58,58,62,50,53.094,69.702,49,4.3812
60,60,62,50,53.094,69.702,49,4.4557
61,61,62,50,53.624,70.359,50,4.493
61,61,62,50,54.154,71.016,51,4.493
63,63,61,50,53.624,70.359,50,4.5675
62,62,61,50,53.624,70.359,50,4.5302
62,62,61,50,53.624,70.359,50,4.5302
61,61,61,50,54.154,71.016,51,4.493
60,60,61,50,54.154,71.016,51,4.4557
59,59,61,50,54.685,71.673,52,4.4185
60,60,61,50,54.154,71.016,51,4.4557
58,58,61,50,54.154,71.016,51,4.3812
58,58,61,50,54.154,71.016,51,4.3812
58,58,61,50,54.154,71.016,51,4.3812
58,58,61,50,54.154,71.016,51,4.3812
54,54,62,52,0,68.388,47,4.2322
NaN,NaN,65,49,0,67.074,45,NaN
NaN,NaN,65,49,0,67.074,45,NaN
52,52,65,49,0,67.731,46,4.1577
54,54,64,49,0,67.731,46,4.2322
54,54,64,49,0,67.731,46,4.2322
55,55,63,49,54.154,71.016,51,5
53,53,63,50,53.094,69.702,49,5
54,54,64,49,53.094,69.702,49,4.2322
54,54,64,49,52.033,68.388,47,4.2322
53,53,64,49,51.502,67.731,46,4.195
52,52,64,49,51.502,67.731,46,4.1577
52,52,64,49,51.502,67.731,46,4.1577
52.135,51,64,49,50.972,67.074,45,4.1205
52.135,51,65,49,50.561,66.566,44.226,4.1205
53,53,64,49,51.531,67.767,46.054,4.195
55,55,64,49,51.502,67.731,46,4.2695
59,59,64,49,37.185,50,51.539,4.4185
61,61,63,53,50.972,67.074,45,4.493
61,61,63,53,37.992,51,53.368,4.493
61,61,62,53,52.563,69.045,48,4.493
62,62,63,53,53.624,70.359,50,4.5302
62,62,63,53,53.094,69.702,49,4.5302
60,60,63,53,54.154,71.016,51,4.4557
62,62,63,53,54.685,71.673,52,4.5302
61,61,63,53,54.685,71.673,52,4.493
60,60,63,53,54.685,71.673,52,4.4557
60,60,63,53,54.154,71.016,51,4.4557
59,59,63,53,54.685,71.673,52,4.4185
58,58,63,53,54.685,71.673,52,4.3812
58,58,63,53,54.685,71.673,52,4.3812
57,57,63,53,54.685,71.673,52,4.344
57,57,63,53,54.685,71.673,52,4.344
56,56,63,53,53.624,70.359,50,4.3067
56,56,63,53,53.094,69.702,49,4.3067
55,55,63,53,53.094,69.702,49,4.2695
52.135,51,63,49,52.033,68.388,47,4
52.135,51,63,49,52.033,68.388,47,5
52.135,51,63,49,52.033,68.388,47,5
NaN,NaN,63,49,51.502,67.731,46,3
NaN,NaN,63,49,51.502,67.731,46,5
NaN,NaN,63,49,71.907,93,46,5
NaN,NaN,63,49,68.677,89,47,5
52,52,63,49,51.502,67.731,46,4
53,53,63,49,52.563,69.045,48,5
54,54,63,49,53.094,69.702,49,5
58,58,62,49,53.094,69.702,49,5
60,60,62,50,52.563,69.045,48,4.4557
62,62,62,50,52.563,69.045,48,4.5302
62,62,62,50,53.094,69.702,49,4.5302
61,61,62,50,0,71.016,51,4.493
61,61,61,50,0,71.673,52,4.493
60,60,61,50,0,71.673,52,4.4557
59,59,61,50,53.624,70.359,50,4.4185
60,60,61,50,53.624,70.359,50,4.4557
60,60,61,50,53.624,70.359,50,4.4557
58,58,61,50,53.624,70.359,50,4.3812
57,57,61,50,53.094,69.702,49,4.344
57,57,61,50,53.094,69.702,49,4.344
57,57,61,50,53.094,69.702,49,4.344
56,56,61,50,53.094,69.702,49,4.3067
55,55,61,50,53.094,69.702,49,4.2695
55,55,61,50,53.094,69.702,49,4.2695
54,54,61,50,52.563,69.045,48,4.2322
54,54,61,50,52.563,69.045,48,4.2322
53,53,61,50,52.563,69.045,48,4.195
53,53,61,49,52.563,69.045,48,4.195
52,52,61,49,52.033,68.388,47,4.1577
52.135,51,61,49,52.033,68.388,47,4.1205
52.135,51,61,49,52.033,68.388,47,4.1205
53,53,61,49,52.563,69.045,48,4.195
52,52,61,49,52.033,68.388,47,5
53,53,61,49,52.033,68.388,47,4.195
52,52,61,49,51.502,67.731,46,5
52.135,51,61,49,51.502,67.731,46,5
52.135,51,61,49,51.502,67.731,46,5
NaN,NaN,61,49,51.502,67.731,46,4
53,53,61,49,52.033,68.388,47,5
53,53,61,49,52.033,68.388,47,4
55,55,61,49,52.033,68.388,47,5
58,58,61,49,52.563,69.045,48,4.3812
60,60,61,49,52.563,69.045,48,4.4557
60,60,61,49,52.563,69.045,48,4.4557
60,60,61,49,52.563,69.045,48,4.4557
60,60,61,49,52.563,69.045,48,4.4557
61,61,61,49,52.563,69.045,48,4.493
60,60,61,49,52.033,68.388,47,4.4557
59,59,61,49,53.094,69.702,49,4.4185
58,58,61,49,53.624,70.359,50,4.3812
58,58,61,49,53.094,69.702,49,4.3812
57,57,61,49,53.094,69.702,49,4.344
56,56,61,49,53.094,69.702,49,4.3067
57,57,61,49,53.094,69.702,49,4.344
56,56,61,49,53.094,69.702,49,4.3067
56,56,61,49,53.094,69.702,49,4.3067
54,54,61,49,53.094,69.702,49,4.2322
55,55,61,49,53.094,69.702,49,4.2695
55,55,61,49,53.094,69.702,49,4.2695
54,54,61,49,52.563,69.045,48,4.2322
53,53,61,50,52.563,69.045,48,4.195
54,54,61,50,52.563,69.045,48,4.2322
54,54,61,50,52.563,69.045,48,4.2322
53,53,63,52,52.563,69.045,48,4.195
53,53,64,52,52.563,69.045,48,5
52,52,64,52,52.033,68.388,47,5
53,53,64,52,52.033,68.388,47,5
52,52,63,52,52.033,68.388,47,5
52,52,63,52,52.033,68.388,47,5
52,52,63,52,51.502,67.731,46,5
53,53,63,52,52.563,69.045,48,5
54,54,63,52,52.563,69.045,48,5
58,58,62,52,53.624,70.359,50,4.3812
60,60,62,52,53.094,69.702,49,4.4557
60,60,62,51,52.563,69.045,48,4.4557
61,61,62,51,53.094,69.702,49,4.493
61,61,62,51,53.094,69.702,49,4.493
62,62,62,51,53.094,69.702,49,4.5302
62,62,62,51,53.624,70.359,50,4.5302
61,61,62,51,53.624,70.359,50,4.493
61,61,62,51,54.154,71.016,51,4.493
62,62,62,51,53.624,70.359,50,4.5302
60,60,62,51,54.685,71.673,52,5
59,59,62,51,54.154,71.016,51,4.4185
57,57,62,51,54.685,71.673,52,4.344
57,57,62,51,54.685,71.673,52,4.344
57,57,62,51,54.154,71.016,51,4.344
57,57,62,51,54.154,71.016,51,4.344
57,57,62,51,54.154,71.016,51,4.344
56,56,62,51,54.154,71.016,51,4.3067
57,57,62,51,53.624,70.359,50,4.344
55,55,62,51,53.624,70.359,50,5
55,55,62,51,53.624,70.359,50,5
55,55,62,51,53.624,70.359,50,5
56,56,62,51,53.624,70.359,50,5
56,56,62,51,53.624,70.359,50,5
56,56,62,51,53.624,70.359,50,5
57,57,62,51,53.094,69.702,49,4.344
54,54,62,51,53.094,69.702,49,5
54,54,62,51,53.094,69.702,49,5
53,53,62,51,52.563,69.045,48,5
53,53,61,51,52.563,69.045,48,5
53,53,62,51,52.563,69.045,48,5
54,54,62,51,52.563,69.045,48,5
56,56,61,51,52.563,69.045,48,5
58,58,61,51,53.094,69.702,49,4.3812
60,60,61,52,53.094,69.702,49,4.4557
61,61,61,52,53.094,69.702,49,4.493
60,60,61,52,53.094,69.702,49,4.4557
61,61,61,52,53.094,69.702,49,4.493
61,61,61,52,53.094,69.702,49,4.493
60,60,61,52,53.624,70.359,50,4.4557
60,60,61,52,53.624,70.359,50,4.4557
60,60,61,52,53.624,70.359,50,4.4557
59,59,61,52,53.624,70.359,50,4.4185
58,58,61,52,53.624,70.359,50,4.3812
58,58,61,52,54.154,71.016,51,4.3812
58,58,61,52,53.624,70.359,50,4.3812
58,58,61,52,54.154,71.016,51,4.3812
58,58,61,52,54.154,71.016,51,4.3812
58,58,61,50,54.154,71.016,51,4.3812
57,57,61,50,54.685,71.673,52,4.344
58,58,61,50,54.154,71.016,51,4.3812
57,57,61,50,54.685,71.673,52,4.344
57,57,61,50,53.624,70.359,50,4.344
55,55,61,51,0,69.045,48,4.2695
54,54,61,51,0,69.045,48,4.2322
53,53,61,51,0,69.045,48,4.195
54,54,62,52,0,69.045,48,4.2322
55,55,62,52,0,68.388,47,4.2695
54,54,62,52,0,68.388,47,4.2322
54,54,62,52,0,67.731,46,4.2322
58,58,61,52,54.154,71.016,51,4.3812
52,52,64.01,50,70.292,91,50,4.1577
52.135,51,64.01,50,69.484,90,49,4.1205
52,52,62.9,49,52.563,69.045,48,4.1577
NaN,NaN,62.9,49,69.484,90,47,NaN
NaN,NaN,62.9,49,70.292,91,46,NaN
NaN,NaN,62.9,49,71.099,92,47,NaN
NaN,NaN,62.9,49,71.099,92,47,NaN
NaN,NaN,62.9,49,71.099,92,46,NaN
NaN,NaN,62.9,49,70.292,91,47,NaN
NaN,NaN,62.9,49,70.292,91,47,NaN
NaN,NaN,62.9,49,70.292,91,45,NaN
