CurrentVar,MaxCorrVar,Corr,MissStatus_MaxCorrVar
4,3,0.97866920141557,0.585728952772074
3,4,0.97866920141557,0.609856262833676
1,2,0.991374796102934,0.613963039014374
7,2,0.9781898307361,0.613963039014374
8,2,0.438097739790552,0.613963039014374
6,7,0.9208178152052,0.617898699520876
2,1,0.991374796102934,0.636892539356605
5,6,0.62777043661537,0.648357289527721
